M_ItemCode,M_ItemDesc,ItemType,ItemGroup,ItemCategoryName,BaseUOM,PurchaseUOM
1139901455,LABEL NO.124,ST_ADMIN,ST_RTU,Inventaris,PAK,PAK
1139901456,FORMULIR TANDA TERIMA HASIL,CETAKAN,ST_CETAK,Inventaris,BUKU,BUKU
1139901457,BUKU BERITA ACARA HARIAN,CETAKAN,ST_CETAK,Inventaris,BUKU,BUKU
1139901458,FORMULIR PENDAFTARAN MANUAL,ST_ADMIN,ST_CETAK,Inventaris,BUKU,BUKU
1139901459,FORMULIR ANALISA BATU GINJAL,ST_ADMIN,ST_CETAK,Inventaris,BUKU,BUKU
1139901461,BUKU KONTROL HARIAN,CETAKAN,ST_CETAK,Inventaris,BUKU,BUKU
1139901462,FORMULIR PERSETUJUAN PEMERIKSAAN EEG,CETAKAN,ST_CETAK,Inventaris,BUKU,BUKU
1130200712,TINA QUANT COMPLEMENT C3 VERS 2 COBAS - 3001938322,ST_KIMIA,ST_MIKRO,Inventaris,KIT,KIT
1130200713,TINA QUANT COMPLEMENT C4 VERS 2 COBAS - 3001962322,ST_KIMIA,ST_MIKRO,Inventaris,KIT,KIT
1130200714,TINA QUANT IGA GEN 2 COBAS - 3507343190,ST_KIMIA,ST_MIKRO,Inventaris,KIT,KIT
1130200715,TINA QUANT IGM GEN 2 COBAS - 3507190190,ST_KIMIA,ST_MIKRO,Inventaris,KIT,KIT
1130309434,ARCH AFP RGT 100 T - 3P36.25,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309435,ARCH PROLAKTIN RGT 100 T - 7K76.25,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309436,ARCH T UPTAKE RGT 100 T - 2K48.25,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130500672,N -  ACETYL L- CYSTEINE SIGMA - A 7250 - 10 G ,SUPPLIES,ST_MD,Persediaan,KIT,KIT
1130100134,CUVETTE SUC 400A 064 - 1481 - 0,SUPPLIES,ST_HEMA,Persediaan,BOX,BOX
1130100135,XN CAL SYSMEX - AE 344243,ST_HEMA,ST_HEMA,Inventaris,VIAL,VIAL
1139900408,HANDSOAP  / SABUN CUCI TANGAN ( REFILL ),ST_UMUM,ST_RTU,Inventaris,BOTOL,BOTOL
1139900893,DOCUMENT KEEPER / CLEAR HOLDER  ISI 60 ( A4 ),ST_ADMIN,ST_UMUM,Inventaris,PCS,PCS
1139900228,PAPER FASTNER ( ACCO PLASTIK ),"",ST_RTU,,PAK,PAK
1130400503,URINALYSIS REAGEN STRIPS VERIVY 3 PARAMETER 100 T - U 031 - 032,ST_KIMIA,ST_KR,Persediaan,TUBE,TUBE
1139901144,SHAMPOO / SABUN CUCI MOBIL,SUPPLIES,ST_RTU,Persediaan,BOTOL,BOTOL
1139901145,NUTRISARI SACHET,SUPPLIES,ST_RTU,Persediaan,SACHET,SACHET
1139901146,SABUN MANDI CAIR,SUPPLIES,ST_RTU,Persediaan,BOTOL,BOTOL
1139800631,MASKER N 95,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1130309432,CONTROL WIDAL POSITIF,ST_IMMUN,ST_IMUNO,Inventaris,VIAL,VIAL
1139901143,AMPLOP FOTO PANORAMIC,ST_IMMUN,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1130100136,XN CAL SYSMEX - CY 310935,ST_HEMA,ST_HEMA,Inventaris,KIT,KIT
1130600046,THERMAL PAPER AUTOSPIRO FOR KOKO LEGEND II,SUPPLIES,ST_UMUM,Persediaan,PCS,PCS
1139800637,"HANDSCONE STERIL UKURAN "" 8 """,SUPPLIES,ST_FK,Persediaan,SET,SET
1139800638,"HANDSCONE STERIL UKURAN "" 7,5 """,SUPPLIES,ST_FK,Persediaan,SET,SET
1139901467,PITA / RIBBON PRINTER ANTRIAN,SUPPLIES,ST_RTU,Persediaan,ROLL,ROLL
1139800640,KAWAT BUNZEN,SUPPLIES,ST_MIKRO,Persediaan,PCS,PCS
1139800639,TIP PUTIH / WHITE TIP AXYGEN,SUPPLIES,ST_MD,Persediaan,PAK,PAK
1139901472,SOUVENIR BONEKA TOPI,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901470,SOUVENIR BONEKA BERUANG,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901471,SOUVENIR BONEKA SANTA,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901481,AIR MINERAL BOTOL 600 ml,ST_UMUM,ST_RTU,Inventaris,BOTOL,BOTOL
1139901469,SOUVENIR BONEKA SINGA,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901482,"APRON SINGLE SIDE ANAK ANAK - Pb 0,5 mm ",ST_RADIO,ST_RTU,Persediaan,UNIT,UNIT
1130309445,ELECSYS ANTI TG CALLSET - 6368603190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309442,ARCH 25-OH VITAMIN D 100 T - 5P02.25,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309443,ARCH 25-OH VITAMIN D CONTROL - 5P02.10,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309444,ARCH 25-OH VITAMIN D CALIBRATOR-  5P02.01,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309433,ELECSYS VITAMIN B 12  ( COBAS ) - 4745736190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1139901473,LAMPU TL RING  32 WATT,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139800648,ELECTRODE SKINTACT FS-TC1 / 6 ,SUPPLIES,ST_PS,Persediaan,PAK,PAK
1139800647,"WASTER GREAN, GREEN",SUPPLIES,ST_HEMA,Persediaan,PCS,PCS
1139901480,ORDNER BANTEX BAMBI 727,ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139800642,MICROPIPETTE 1000 uL,SUPPLIES,ST_CL,Persediaan,UNIT,UNIT
1139901468,THERMAL PAPER 80 X 80,ST_ADMIN,ST_RTU,Inventaris,ROLL,ROLL
1139901479,BOX FILE BANTEX 717,ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139901477,ORDNER BANTEX BAMBI 1/2 FOLIO  75MM 777,ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139901478,CATRIDGE HP 78 A,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139800646,SHAVONET,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139800645,ALSOFT A,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139901476,PITA / RIBBON FOR PRINTER PHOTOMETER JEC,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901475,PITA/  RIBBON EPSON LX - 310,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901474,FORMULIR PENGAMBILAN SAMPEL RUJUKAN ,SUPPLIES,ST_CETAK,Persediaan,BUKU,BUKU
1139800644,GELAS UKUR PYREX 50 ML,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1130500673,STAPHYLOCOCCUS AUREUS SUBSP AUREUS ATCCA  29213 REF.0365P - MICROBIOLOGIC ,REAGEN,ST_MIKRO,Persediaan,LOOP,KIT
1139900432,PEWANGI  & PELEMBUT PAKAIAN REFILL 900 ML,ST_UMUM,ST_RTU,Inventaris,POUCH,POUCH
1139900531,KERTAS HVS F4 60 GR,SUPPLIES,ST_SUPPL,Persediaan,RIM,RIM
1139901491,PIRING PLASTIK,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139901483,LAMPU HALOGEN ( FO ),ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139901484,SENDOK MAKAN - STAINLESS,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1130200716,SYSMEX TRUCAL HDL / LDL,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1139901485,SOUVENIR BONEKA TANGAN DINO,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901486,NOTES MARKER,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901487,PUSH PIN,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901488,RIBBON 110 X 60,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901489,ISI BOLPEN,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901490,RAK FILE,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139800649,LAMINAR FLOW VERTI 900 MM ( JS005 ),FIXASSET,I-OPS,Asset,UNIT,UNIT
1139901492,PLASTIK BENING 35 X 50,SUPPLIES,ST_RTU,Persediaan,PAK,PAK
1130500674,"XYLENE  2,5 Liter MERCK ( 108297 )",REAGEN,ST_MIKRO,Persediaan,BOTOL,BOTOL
1130200717,ADENOSINE DEAMINASE REAGEN - 10500317700 ,ST_KIMIA,ST_KIMIA,Persediaan,KIT,KIT
1130200718,ADENOSINE DEAMINASE CALIBRATOR - 10500368700,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130200719,ADENOSINE DEAMINASE CONTROL - 10500369700,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130100137,REAGEN SCALSET ,SUPPLIES,ST_HEMA,Persediaan,KIT,KIT
1139901502,KERTAS HVS A4 100 Gr,SUPPLIES,ST_CETAK,Persediaan,RIM,RIM
1130309446,ARCH TOXO IgG CONTROL - 6C19.10,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309447,ARCH CMV IgG CALIB  -  6C15.01,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130500675,BLUING HEMATOXYLINE ( SCOTT WATER ) 500 ML - GN-A-00982,SUPPLIES,ST_MIKRO,Persediaan,BOTOL,BOTOL
1130100140,"CALCIUM CHLORIDE 3,2  ( AXIS SHIELD )",SUPPLIES,ST_HEMA,Persediaan,KIT,KIT
1130200720,TINA QUANT IGG GEN 2 COBAS - 3507432190,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130309448,ELECSYS ESTRADIOL GEN 3 100 T - 6656021190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309449,ELECSYS ESTRADIOL GEN 3 CALLSET - 6656048190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309450,ELECSYS VITAMIN D TOTAL - 5894913190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1139901493,LABEL NO.127,ST_ADMIN,ST_RTU,Inventaris,PAK,PAK
1139901494,LABEL NO.109,ST_ADMIN,ST_RTU,Inventaris,PAK,PAK
1139901495,BAGUS DISPENSER,ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139800650,BEAKER GLASS 100 ML,ST_KIMIA,ST_MIKRO,Inventaris,PCS,PCS
1139901496,KERTAS KOP F4  PRAMITA SAMANHUDI,ST_ADMIN,ST_CETAK,Inventaris,RIM,RIM
1139901497,KERTAS KOP A4  PRAMITA SAMANHUDI,ST_ADMIN,ST_CETAK,Inventaris,RIM,RIM
1139901498,CATRIDGE TONER HP 131 A,ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139901499,CATRIDGE TONER HP 17 A - CF 217 A ( ORIGINAL ),ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1139901500,BUKU KERJA HEMATOLOGI,ST_ADMIN,ST_CETAK,Inventaris,BUKU,BUKU
1139901501,BUKU KERJA ARCHITECH ,ST_ADMIN,ST_CETAK,Inventaris,BUKU,BUKU
1139901503,CATRIDGE COMPATIBLE HP 85 A,ST_ADMIN,ST_RTU,Inventaris,PCS,PCS
1130400504,METHAMPHETAMIN RIGHT SIGN DEVICE 25 ,ST_KIMIA,ST_KR,Persediaan,TEST,TEST
1130100138,THROMBIN TIME - OWHM13,ST_ADMIN,ST_HEMA,Inventaris,KIT,KIT
1130100139,ACTIN FS - APTT ( B 4218-20 )  SIEMENS,ST_HEMA,ST_HEMA,Inventaris,BOTOL,KIT
1139800651,ART TIP 100 THERMO SCIENTIFIC ,SUPPLIES,ST_MIKRO,Persediaan,BOX,BOX
1139901505,MAP DAFTAR HARGA PEMERIKSAAN,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901504,KANTONG PLASTIK BIOHAZARD ( UKURAN SMALL ),SUPPLIES,ST_RTU,Persediaan,LEMBAR,LEMBAR
1130500676,PSEUDOMONAS AERUGINOSA ATCCA 27853 REF.0353 P - MICROBIOLOGIC 2 STICKS,REAGEN,ST_MIKRO,Persediaan,LOOP,KIT
1130500677,ESCHERICHIA COLI ATCCA 25922 REF. 0335 P - MICROBIOLOGIC 2 STICKS,REAGEN,ST_MIKRO,Persediaan,LOOP,KIT
1130100131,CAT WRIGHT 500 ml MERCK - 1.01383.0.500,SUPPLIES,ST_HEMA,Persediaan,BOTOL,BOTOL
1130309451,ARCH TOTAL T4 CALIB - 7K66.02 ,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130200721,C.F.A.S PROTEIN ( 5 X 1 ML ) -  11355279216,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,BOTOL
1130309452,VIDAS 250 H VITAMIN D TOTAL ( 30463 ),ST_IMMUN,ST_IMUNO,Inventaris,STRIP,KIT
1139800660,STETOSKOP,ST_RADIO,I-UMRT,Persediaan,UNIT,UNIT
1130100142,PIMA CD4 ALERE - 160100100,ST_HEMA,ST_HEMA,Inventaris,TES,KIT
1139800118,HARIS HEMATOXILIN,SUPPLIES,ST_MIKRO,Persediaan,BOTOL,BOTOL
1139800469,"NEEDLE EMG MONOPOLAR 25 mm 0,36  ( 28 G ) RED 0,33 - REF 902-DMF25 - S",SUPPLIES,ST_CLK,Persediaan,BOX,BOX
1130100109,LYSERCELL WDF - WDF 220A  BG 689680  2 Liter  ( XN L 550 ),"",ST_HEMA,Inventaris,KIT,KIT
1130100111,CELL PACK DFL - DFL 310 A AR829995 1 Liter  ( XN L 550 ),"",ST_HEMA,Inventaris,BOX,BOX
1130303022,VIDAS TESTOSTERON (30418),ST_IMMUN,ST_IMUNO,Persediaan,STRIP,KIT
1130305011,COW S MILK PROTEIN / SUSU ( F002-0125 ) - 25 TEST / KIT,"",ST_IMUNO,Persediaan,TES,TES
1130305012,HEN S EGG WHITE / PUTIH TELUR ( EP F001 - 0125 ) - 25 TEST / KIT,"",ST_IMUNO,Persediaan,TES,KIT
1139901506,AMPLOP KOP PRAMITA ART PAPER 150 Gr,ST_ADMIN,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1139901507,STIKER ID PASIEN HVS,ST_ADMIN,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1139901508,CLING WRAP 30 M X 30 CM,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139901509,FORMULIR TANDA TERIMA TAGIHAN,CETAKAN,ST_CETAK,Inventaris,BUKU,BUKU
1139901510,KWITANSI BESAR,ST_ADMIN,ST_CETAK,Inventaris,PCS,PCS
1139901511,RING BINDER 8223 10 ( BLACK ),ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139901512,ORDNER LEVER ARCH FILES 1012 BLACK ,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139901513,STYROFOAM MADING,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139901514,PUSH PIN ( PINES UNTUK GABUS ),ST_UMUM,ST_RTU,Inventaris,PAK,PAK
1139901515,KERTAS HASIL PCR ST NEGATIVE,ST_UMUM,ST_CETAK,Inventaris,RIM,RIM
1139901516,FORMULIR TANDA TERIMA BARANG,CETAKAN,ST_CETAK,Inventaris,BUKU,BUKU
1139901517,MOUSE PAD,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139901518,AMPLOP PUTIH PRAMITA SEDANG,ST_UMUM,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1139901519,BATERAI RECHARGEABLE AA,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139901524,FITTING SAMBUNG,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139901523,SOUVENIR USB FLASH DISK,ST_UMUM,ST_CETAK,Inventaris,PCS,PCS
1139901522,AMPLOP PUTIH PRAMITA BESAR,ST_UMUM,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1139901521,MAP BENING  - CLEAR SLEEVES (  F4 ),ATK,ST_RTU,Inventaris,LEMBAR,LEMBAR
1139901520,ALUMINIUM FOIL 8 M X 30 CM,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1139800656,GELAS PENGADUK KACA,ST_UMUM,ST_MIKRO,Inventaris,PCS,PCS
1139800659,LAMPU FPIA AXSYM 09520 -12,ST_UMUM,ST_KIMIA,Inventaris,PCS,PCS
1139800655,BOTOL LAMPU SPIRTUS KACA / BUNZEN KACA,ST_UMUM,ST_MIKRO,Inventaris,PCS,PCS
1130309455,ARCH CMV IgM CALIB -  6C16.01,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309456,ARCH CMV IgM CONTROL -  6C16.10,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1139901539,PEWANGI TOILET ,ST_UMUM,ST_RTU,Inventaris,POUCH,POUCH
1130500680,SALMONELLA SHIGELLA AGAR ( SS AGAR )   OXOID CAT CM0099B   ,SUPPLIES,ST_MIKRO,Persediaan,BOTOL,BOTOL
1130309460,DENGUE IgG INDIRECT ELISA  Cat : EDEN 01 G   ,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309461,ROCHE CARDIAC CK MB  COBAS h 232 - 4877900190,ST_IMMUN,ST_IMUNO,Persediaan,TEST,KIT
1139800654,GELAS UKUR 100 ML,ST_UMUM,ST_MIKRO,Inventaris,PCS,PCS
1139800653,TABUNG ESBACH,ST_UMUM,ST_UL,Inventaris,PCS,PCS
1139800652,LAMPU MEIA AXSYM LN 09A66-01,ST_UMUM,ST_UL,Inventaris,PCS,PCS
1139800658,BOTOL LAMPU SPIRTUS BESI / STAINLESS,ST_UMUM,ST_MIKRO,Inventaris,PCS,PCS
1139800657,PLESTER POLIFIX  ,ST_UMUM,ST_CLK,Inventaris,ROLL,ROLL
1139901533,FORMULIR PENERIMAAN & PEMANTUAN BAHAN RUJUKAN INTERNAL,CETAKAN,ST_CETAK,Inventaris,BUKU,BUKU
1139901534,FORMULIR SURVEY KEPUASAN PELANGGAN - LAB. RUJUKAN,CETAKAN,ST_CETAK,Inventaris,RIM,RIM
1139901535,FORMULIR SURVEY KEPUASAN PELANGGAN - REKANAN PERUSAHAAN,CETAKAN,ST_CETAK,Inventaris,RIM,RIM
1139901536,FORMULIR SURVEY KEPUASAN PELANGGAN - DOKTER PENGIRIM,CETAKAN,ST_CETAK,Inventaris,RIM,RIM
1139800663,TUBE RED PLAIN CLOT ACTIVATOR 3 ML - GP ( REF GP030CA ),SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139800664,TUBE VACUTAINER SST 4 ML - GP,SUPPLIES,ST_SUPPL,Persediaan,PCS,PCS
1139800667,TUBE QUANTI FERON TB ANTIGEN II ( KUNING ) - 100 PCS,ST_IMMUN,ST_CL,Inventaris,PCS,PCS
1130200722,CC AERO C8K ICT MODULE - 9D28.03,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130200723,SYRINGE CATRIDGE  1 ML  - 9D41.02,ST_KIMIA,ST_KIMIA,Inventaris,PCS,PCS
1130200724,ICT CHECK VALVE  9D35 - 02,ST_KIMIA,ST_KIMIA,Inventaris,PCS,PCS
1139800668,MOUTHPIECE KOKO LEGEND - AL-NS003A,SUPPLIES,ST_FPR,Persediaan,PCS,PCS
1130500703,CEFOPERAZONE,SUPPLIES,ST_MIKRO,Persediaan,KIT,KIT
1130309462,ROCHE CARDIAC POC TROPONIN T COBAS h 232 - 7007302190,ST_IMMUN,ST_IMUNO,Persediaan,TEST,KIT
1130100145,PIMA BEAD STANDART ALERE - REF 260400011,SUPPLIES,ST_HEMA,Persediaan,BOTOL,KIT
1130100146,PIMA BEADS (  NORMAL )  ALERE ,SUPPLIES,ST_HEMA,Persediaan,KIT,KIT
1130100147,PIMA BEADS (  LOW )  ALERE  ,SUPPLIES,ST_HEMA,Persediaan,KIT,KIT
1139800641,LAMPU HUMANLYZER 3500,ST_KIMIA,ST_KIMIA,Inventaris,PCS,PCS
1130100141,CAT ZIEHL NEELSEN AIM  ( KEMASAN 65 ML ) ,SUPPLIES,ST_HEMA,Persediaan,SET,SET
11399001530,CATRIDGE COMPATIBLE HP 35 A,ST_ADMIN,ST_RTU,Inventaris,UNIT,UNIT
11399001531,TISSUE MULTIPURPOSE / HBT,ST_UMUM,ST_RTU,Inventaris,PCS,PCS
1130400505,DOA  / MULTIDRUG TES NARKOBA 4 IN 1  ( 4 PARAMETER ),SUPPLIES,ST_KR,Persediaan,TES,TES
1130500678,PEWARNA METHYLENE BLUE 100 ml,REAGEN,ST_MIKRO,Persediaan,BOTOL,BOTOL
1139901530,CATRIDGE COMPATIBLE HP 78 A,SUPPLIES,ST_RTU,Persediaan,UNIT,UNIT
1139901531,CATRIDGE COMPATIBLE LASERJET HP 283 A,SUPPLIES,ST_RTU,Persediaan,UNIT,UNIT
1139901532,CATRIDGE COMPATIBLE  BROTHER TN 3250,SUPPLIES,ST_RTU,Persediaan,UNIT,UNIT
1130200725,ACCUTREND CHOLESTEROL 25 STRIPS ( ROCHE )  - 11418262171,SUPPLIES,ST_CL,Persediaan,STRIPS,TUBE
1139800669,TUBE CITRAT 2 ML GREINER VACUETTE - 454321,SUPPLIES,ST_CL,Persediaan,PCS,PCS
1139800670,NEEDLE DESTROYER ,SUPPLIES,ST_CLK,Persediaan,UNIT,UNIT
1130309466,WQC VERIVY NOW CAT.85047,ST_IMMUN,ST_IMUNO,Inventaris,PCS,PCS
1130200726,COBAS C.F.A.S. PAC - 355941190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1139901551,PLASTIK BENING  4 X 20 cm,SUPPLIES,ST_RTU,Persediaan,PAK,PAK
1139800682,VAKSIN FLU QUADRI,SUPPLIES,ST_SUPPL,Persediaan,VIAL,VIAL
1139800684,CABLE MAC 400/500/1200 VALUE 10 LD - PART NO. 2029893-001,S_PART,ST_EJPD,Inventaris,PCS,PCS
1130500685,TCBS AGAR 500 Gr CM 0333 - OXOID,SUPPLIES,ST_MIKRO,Persediaan,PCS,PCS
1130200731,COBAS U PACK 400 T ( COBAS 6500 ) - 6334601001,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130200732,COBAS U CALIBRATOR 25 STRIP ( COBAS 6500 ) - 6390579001,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1130200733,COBAS U CUVETTE 400 T  ( COBAS 6500 ) - 6390552001,ST_KIMIA,ST_KIMIA,Inventaris,BOX,BOX
1130200734,ELECSYS VITAMIN B 12 GEN.2 ( COBAS ) - 7212771190,ST_KIMIA,ST_KIMIA,Inventaris,KIT,KIT
1139800671,PROBE RPP1 & RPP2 - 10337401,ST_KIMIA,ST_KIMIA,Inventaris,UNIT,UNIT
1139800672,LPW PUMP - 10470978,ST_KIMIA,ST_KIMIA,Inventaris,PCS,PCS
1130309467,DENGUE IgG / IgM STANDART Q - 09 DEN 20D ( 25 TEST ),ST_IMMUN,ST_IMUNO,Persediaan,KIT,KIT
1139800686,PEN LIGHT ( LED ) - ENERGIZER,ST_PELAYANAN,ST_CE,Inventaris,PCS,PCS
1130200735,URINE DILUENT ( ISE 9180 ) - 3110664180,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,BOTOL
1139800693,CONE INDICATOR,SUPPLIES,ST_HEMA,Persediaan,PCS,PCS
1130100150,AMMONIUM OXALAT 1% ,SUPPLIES,ST_HEMA,Persediaan,BOTOL,BOTOL
1130100151,LYSERCELL WNR 210 A - ZPPBL121531 ( XN 1000 ),SUPPLIES,ST_HEMA,Persediaan,KIT,KIT
1130100152,LYSERCELL WDF 210 A - ZPPAL337564 ( XN 1000 ),SUPPLIES,ST_HEMA,Persediaan,BOX,BOX
1130309474,ELECSYS CA 125 II - 11776223190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309475,ELECSYS CA 125 II CALSET II - 7030207190,ST_IMMUN,ST_IMUNO,Inventaris,SET,KIT
1130200738,ASAM SULFOSALISILAT 20%,ST_KIMIA,ST_KIMIA,Inventaris,BOTOL,BOTOL
1130500689,BLUE BUFFER 8 SURGIPATH 500 ml (  LEICA ) - 3802915,SUPPLIES,ST_MIKRO,Persediaan,BOTOL,BOTOL
1139901569,AMPLOP FOTO DENTAL BESAR,ST_ADMIN,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1130309478,ELECSYS VITAMIN B 12 II CALSET - 7212780190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309486,ELECSYS FOLATE III CALSET - 7560001190,"",ST_IMUNO,,KIT,KIT
1130500691,CEPHALOTHIN,SUPPLIES,ST_MIKRO,Persediaan,KIT,KIT
1130700020,ELEKTRODE BLUE SENSOR T-00-S,ST_KIMIA,ST_EJPD,Inventaris,PCS,BOX
1139901537,BROSUR PROMO CIMAHI,ST_ADMIN,ST_CETAK,Inventaris,LEMBAR,LEMBAR
1139800665,STERIL WATER 5 LITER,SUPPLIES,ST_CL,Persediaan,BOTOL,BOTOL
1139800666,STERIL WATER 20 LITER,SUPPLIES,ST_CL,Persediaan,GALON,GALON
1139901538,BROSUR BONE DENSITOMETRY,SUPPLIES,ST_CETAK,Persediaan,LEMBAR,LEMBAR
1130309453,ELECSYS ANTI HBS GEN II  100 T - 5894816190 ,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309454,ARCH CMV IgM 100 T  -  6C16.25,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309457,EUROLINE FOOD SPCIFIC IgG 216 FOOD AND FOOD ADDITIVES - DP.3024.0404.2G,ST_KIMIA,ST_IMUNO,Inventaris,KIT,KIT
1130500679,EXTRACTION PLATE 2.0 mL - 6884008001,SUPPLIES,ST_MD,Persediaan,KIT,KIT
1130100143,VISION QUALITY CONTROL LEVEL 1,SUPPLIES,ST_HEMA,Persediaan,BOTOL,BOTOL
1130309458,QUANTI FERON TB GOLD PLUS -  2  PLATE KIT ELISA - 622120,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309459,TUBEX  WASH BUFFER 4 VIALS 3 ML  IDL BIOTECH - ( KAT.10 - 932 ),ST_IMMUN,ST_IMUNO,Inventaris,VIALS,KIT
1130309463,ELECSYS VITAMIN D TOTAL CALLSET - 5894921190,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130309464,ELECSYS BRAHMS PCT - 5056888200,ST_IMMUN,ST_IMUNO,Inventaris,KIT,KIT
1130500683,NETILMYCIN ,SUPPLIES,ST_MIKRO,Persediaan,STRIP,STRIP
11399001542,TINTA HP CE 310 A ( BLACK ),SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1139901541,TISSUE LIVI POP UP ,SUPPLIES,ST_RTU,Persediaan,PCS,PCS
1130200727,GLYCATED ALBUMIN /  LUCICA GA -  L  ( ASAHI ),SUPPLIES,ST_KIMIA,Persediaan,KIT,KIT
1139800674,UNITY REAL TIME 2 YEAR SUBSCRIPTION ( PART 804 - 1 ),SUPPLIES,ST_LJ,Persediaan,SET,SET
1139901542,CATRIDGE HP 210 A ( FOR REFILL ),SUPPLIES,ST_RTU,Persediaan,UNIT,UNIT
1139901543,CATRIDGE HP 211 A ( FOR REFILL ),SUPPLIES,ST_RTU,Persediaan,UNIT,UNIT
1139901544,CATRIDGE HP 212 A ( FOR REFILL ),SUPPLIES,ST_RTU,Persediaan,UNIT,UNIT
1139901545,CATRIDGE HP 213 A ( FOR REFILL ),SUPPLIES,ST_RTU,Persediaan,UNIT,UNIT
